TargetID	cd1.AVG_Signal	cd2.AVG_Signal	cd3.AVG_Signal	gat1.AVG_Signal	gat2.AVG_Signal	gat3.AVG_Signal
ENSMUSG00000068790	13.9	31.5	61.9	47.1	36.7	56.6
ENSMUSG00000071316	3.0	0.6	2.4	0.0	0.2	2.8
ENSMUSG00000073257	0.0	0.7	0.0	0.0	0.0	1.3
ENSMUSG00000074075	1541.7	1181.5	1033.4	699.4	507.3	840.4
ENSMUSG00000074822	2.8	5.0	5.8	2.4	6.1	8.3
ENT2	2.7	2.9	0.0	1.1	4.8	3.7
ENTHD1	0.0	0.0	0.0	0.0	0.0	1.1
ENTPD1	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD2	4.5	0.0	1.0	0.0	2.4	0.0
ENTPD3	0.2	0.9	0.0	1.0	0.5	0.7
ENTPD4	65.1	50.1	109.3	55.7	60.2	63.6
ENTPD5	28.9	33.3	33.2	36.0	46.3	42.2
ENTPD6	22.3	26.5	26.7	23.8	10.6	26.6
ENTPD7	2.2	4.5	6.8	3.4	14.7	6.2
ENTPD8	1.2	0.0	0.8	0.0	0.0	5.7
EOMES	11.2	19.5	14.9	1.9	1.7	10.0
EP	0.0	0.0	0.0	0.0	0.0	0.0
EP300	114.5	136.0	176.1	84.1	129.2	100.6
EP400	203.6	210.7	246.6	173.4	141.3	197.8
EPAS1	0.0	0.0	0.5	0.0	0.0	0.0
EPB4.1	23.7	22.5	29.6	66.8	14.2	14.1
EPB4.1L1	0.0	0.0	0.0	0.6	0.0	0.0
EPB4.1L2	105.5	71.9	132.5	38.5	54.0	98.7
EPB4.1L3	5.4	5.2	7.9	42.6	9.7	21.8
EPB4.1L4A	1.9	4.0	2.5	1.0	0.4	1.8
EPB4.1L4B	3.8	11.3	9.8	7.2	92.3	6.3
EPB4.1L5	2.5	0.0	0.4	0.3	0.0	0.0
EPB4.2	0.0	1.9	0.0	0.0	0.0	0.0
EPB4.9	6.1	73.4	26.1	174.0	30.8	9.9
EPB7.2	1.4	8.3	3.2	0.9	4.1	6.1
EPC1	210.2	249.5	192.0	121.7	104.1	149.0
EPDR1	2.7	13.7	9.8	67.8	12.3	4.0
EPGN	0.0	1.3	1.3	0.0	0.0	0.8
EPHA1	0.0	0.0	0.0	0.0	0.6	0.0
EPHA10	0.0	0.0	0.4	0.0	0.3	0.0
EPHA2	44.2	7.3	4.7	0.0	11.4	4.2
EPHA3	0.5	2.1	0.5	0.0	0.8	0.6
EPHA4	6.2	7.2	8.7	3.3	7.0	9.6
EPHA5	0.0	0.1	0.0	0.0	0.0	0.0
EPHA6	4.4	3.4	1.1	1.4	4.4	2.7
EPHA7	0.0	0.0	0.0	0.1	0.0	0.0
EPHA8	4.5	4.9	1.4	1.7	3.0	0.5
EPHB1	1.1	0.0	0.0	0.2	0.5	0.0
EPHB2	0.0	0.4	0.5	1.2	4.1	0.3
EPHB3	0.0	0.0	0.0	0.0	3.6	0.4
EPHB4	3.9	2.7	3.7	1.2	6.8	7.8
EPHB6	3.0	0.0	1.9	2.3	5.7	2.5
EPHX1	629.9	547.0	599.3	296.1	54.3	634.3
EPHX2	0.8	4.5	6.1	0.8	3.9	0.8
EPIM	0.1	1.1	3.9	0.9	0.5	0.0
EPM2A	0.0	1.2	0.0	0.0	2.9	0.0
EPM2AIP1	16.5	16.7	17.0	14.7	14.2	12.7
EPN1	2.2	6.7	2.8	3.3	6.6	6.7
EPN2	0.0	2.1	3.4	1.8	0.9	0.7
EPN3	0.0	0.2	0.0	0.6	1.3	0.0
EPO	0.0	0.0	0.0	2.9	0.6	1.2
EPOR	6.8	18.5	16.7	72.4	26.1	11.8
EPRS	52.3	44.9	27.3	42.3	18.4	33.6
EPS15	89.5	103.0	82.1	93.2	123.8	113.4
EPS15L1	226.6	263.4	396.6	228.8	194.1	227.3
EPS15-RS	51.2	57.5	64.4	66.9	59.5	90.2
EPS8	10.8	14.2	6.3	4.8	9.3	12.6
EPS8L1	2.6	4.4	2.1	4.7	0.0	7.7
EPS8L2	0.0	0.0	0.0	0.0	0.0	0.0
EPS8L3	0.0	0.0	0.0	0.0	0.0	0.0
EPSTI1	34.3	49.2	39.0	27.7	21.3	72.4
EPX	0.0	0.0	0.0	7.9	2.5	0.0
EPYC	0.0	0.0	0.0	0.4	0.0	0.0
ERAF	1059.3	4423.0	2128.2	4493.8	2008.1	634.6
ERAL1	48.0	36.3	39.6	30.3	29.5	30.5
ERAP1	0.0	0.8	4.3	0.2	0.0	0.9
ERAS	0.0	0.0	2.2	0.0	2.7	0.0
ERBB2	1.1	1.1	2.8	3.4	1.9	1.2
ERBB2IP	45.3	42.9	38.3	24.4	23.9	42.9
ERBB3	0.0	5.2	2.6	0.0	0.0	0.0
ERBB4	0.0	0.0	0.0	0.4	0.0	0.0
ERC1	1.4	0.0	0.0	0.4	0.0	0.0
ERCC1	38.4	41.1	41.9	37.2	45.0	53.8
ERCC2	13.7	14.5	19.0	6.6	9.2	13.5
ERCC3	282.7	272.5	276.1	214.6	252.4	240.9
ERCC4	8.0	14.2	26.1	12.1	14.6	17.8
ERCC5	131.6	145.1	133.0	117.5	76.9	86.1
ERCC6	5.0	5.9	7.2	1.4	0.5	2.7
ERCC8	16.7	18.9	15.1	10.6	12.5	16.4
ERDR1	1529.2	2221.0	2038.4	744.2	810.2	0.0
EREG	0.0	0.0	0.0	1.3	0.0	0.0
ERF	1.8	0.9	3.2	0.3	1.2	1.0
ERG	0.5	0.0	0.9	0.0	0.0	0.8
ERGIC1	205.4	194.3	171.8	255.7	140.8	195.9
ERGIC2	99.0	87.4	67.8	99.5	68.7	81.3
ERGIC3	261.4	266.3	289.6	416.1	302.1	300.3
ERH	937.3	874.7	756.6	1213.6	1178.1	1010.3
ERICH1	41.6	40.9	54.3	52.0	64.8	56.1
ERLIN1	45.1	40.1	36.8	28.6	97.3	46.2
ERLIN2	11.2	13.8	18.9	19.2	21.5	22.3
ERMAP	5.2	50.5	18.8	135.5	23.3	3.5
ERMN	0.0	0.0	0.0	0.1	0.1	0.0
ERMP1	29.0	51.2	56.5	76.5	87.6	73.3
ERN1	5.1	11.2	8.9	15.1	39.8	16.8
ERN2	0.0	0.1	1.0	0.4	0.0	0.0
ERO1L	0.0	0.0	0.0	0.0	0.0	0.0
ERO1LB	275.2	216.6	201.7	150.4	65.3	154.1
ERP29	2188.3	2184.4	3248.2	2587.2	3216.3	2880.3
ERRFI1	224.6	218.3	64.1	89.8	41.2	49.5
ES1	0.0	0.1	0.0	1.3	0.0	0.5
ES22	0.0	0.0	0.0	0.4	0.0	0.0
ES2EL	9.3	9.0	11.1	4.3	10.8	10.5
ES31	3.0	2.9	4.3	1.5	6.0	3.0
ESAM	33.6	35.9	50.8	127.1	84.3	54.3
ESCO1	8.2	8.7	6.1	1.5	2.9	5.3
ESCO2	10.1	42.6	16.6	74.4	128.6	37.5
ESD	11.8	7.5	4.9	8.6	10.1	8.8
ESF1	0.0	0.0	0.0	1.5	1.4	0.0
ESM1	43.9	39.2	23.5	19.1	27.2	17.5
ESPL1	6.5	9.2	9.3	21.7	50.5	8.5
ESPN	6.2	4.6	4.7	11.7	4.5	1.5
ESPNL	0.0	0.0	0.0	1.4	0.0	0.0
ESR1	0.9	1.1	3.3	2.0	3.3	0.7
ESR2	0.0	0.2	0.0	0.0	0.0	0.0
ESRRA	67.5	86.0	170.7	82.2	141.2	126.7
ESRRB	0.5	0.0	1.4	0.0	1.8	0.0
ESRRBL1	5.1	4.3	2.0	1.8	5.4	4.4
ESRRG	0.0	0.0	0.5	2.0	0.0	1.2
ESX1	0.0	1.4	2.5	0.0	2.5	0.0
ET-A, GPCR	1.5	2.9	0.0	0.0	0.3	4.6
ETAA1	146.9	90.8	70.0	104.1	116.2	67.4
ETD	0.0	0.0	0.0	0.0	0.0	0.0
ETF1	602.2	561.7	541.4	596.3	668.1	482.3
ETFA	404.5	471.2	322.8	600.3	568.4	561.8
ETFB	334.6	457.4	433.1	573.8	1122.4	522.9
ETFDH	46.1	33.4	19.4	44.1	34.2	35.7
ETHE1	175.2	167.2	122.4	151.6	511.2	149.1
ETL1	0.0	2.7	2.7	0.0	0.3	0.0
ETL4	1.6	1.8	1.9	12.3	17.4	2.0
ETNK1	23.3	25.8	26.8	22.5	13.6	24.9
ETNK2	3.4	0.0	0.0	0.0	0.0	0.0
ETOHD3	0.0	1.4	1.1	1.2	0.0	0.0
ETOHI1	0.0	0.5	0.0	1.5	0.0	0.0
ETOS1	0.4	0.0	0.0	0.0	0.0	0.0
ETS1	1107.8	1220.5	784.4	266.4	249.5	781.1
ETS2	1825.4	2088.0	1154.8	647.6	177.1	408.0
ETSRP71	0.6	1.6	2.7	3.0	0.0	0.0
ETV1	1.9	0.3	0.0	1.0	1.2	0.8
ETV4	8.2	9.3	7.8	0.0	0.0	0.0
ETV5	8.2	6.3	6.1	3.9	7.9	8.2
ETV6	12.3	19.1	5.4	6.9	19.7	12.4
EVA1	0.5	0.0	4.2	0.0	2.7	1.3
EVC	0.0	0.7	1.6	5.7	1.3	1.1
EVC2	4.1	0.5	1.0	14.4	0.0	2.0
EVI1	2.4	1.9	0.0	2.8	2.3	3.9
EVI2A	293.0	389.5	271.4	261.7	284.5	442.5
EVI2B	8.5	3.4	4.0	6.2	4.0	10.0
EVI5	44.9	79.0	99.7	152.5	151.8	84.8
EVI5L	14.1	12.2	26.2	7.8	18.5	17.3
EVL	184.6	289.9	245.7	135.8	82.4	236.4
EVPL	3.5	2.4	0.1	3.0	4.8	0.0
EVX1	20.4	12.1	7.6	0.4	9.2	2.8
EVX2	0.0	0.0	0.3	0.0	0.0	0.0
EWSH	0.2	0.0	0.0	2.0	0.0	1.6
EWSR1	0.0	5.5	2.6	0.0	1.9	1.9
EXDL1	4.7	0.0	0.0	9.1	2.8	4.0
EXDL2	85.7	122.8	167.6	102.9	78.8	128.8
EXO1	0.2	0.0	0.5	0.0	0.0	0.0
EXOC1	52.0	42.7	110.0	66.2	100.1	78.0
EXOC2	168.3	189.2	157.9	111.8	179.9	129.1
EXOC3	51.7	85.9	76.2	66.5	71.5	77.7
EXOC3L	0.0	2.3	0.0	7.9	6.5	2.1
EXOC4	61.2	84.0	61.5	62.6	55.4	48.3
EXOC6B	40.5	65.6	43.4	50.3	34.8	48.6
EXOC7	51.4	47.1	49.4	37.3	44.1	45.0
EXOC8	129.0	140.5	258.4	301.3	492.5	292.1
EXOD1	1.4	2.9	5.2	7.7	5.9	6.0
EXOSC1	392.1	247.2	281.8	306.1	253.1	291.6
EXOSC10	82.7	92.4	81.7	61.5	70.1	68.2
EXOSC2	131.8	113.6	110.9	118.5	112.5	110.4
EXOSC3	2.8	0.0	0.0	0.0	0.0	0.0
EXOSC4	167.9	105.4	92.7	88.8	144.1	113.7
EXOSC5	96.2	116.6	157.7	126.8	267.9	230.0
EXOSC6	24.5	16.7	10.2	22.3	25.0	20.2
EXOSC7	318.7	371.7	622.2	428.4	657.4	401.6
EXOSC8	181.8	239.4	180.1	267.0	269.1	274.3
EXOSC9	0.0	0.0	0.6	3.9	0.5	5.3
EXPH5	0.0	0.4	0.7	0.1	1.5	0.9
EXPI	0.8	1.8	0.0	0.0	7.7	0.0
EXT1	93.7	102.9	83.1	100.3	106.0	66.9
EXT2	42.9	44.2	38.9	39.2	38.9	35.7
EXTL1	1.6	0.0	3.7	0.0	1.6	4.6
EXTL2	46.8	45.8	32.4	46.7	81.1	22.4
EXTL3	71.3	88.3	154.5	115.0	77.2	114.9
EYA1	6.4	1.2	1.0	0.0	2.1	0.0
EYA2	0.8	0.3	0.0	1.2	3.9	0.0
EYA3	5.3	10.5	11.0	7.4	12.9	13.1
EYA4	0.1	0.7	0.0	2.2	1.8	0.0
EZH1	1.8	4.5	1.1	1.2	3.3	0.0
EZH2	20.8	34.9	23.5	44.9	65.8	37.0
F10	13.5	21.0	16.4	22.0	270.0	30.7
F11	0.0	0.0	0.0	0.0	0.0	0.0
F11R	0.3	0.0	2.3	21.6	2.0	5.9
F12	1.5	1.7	0.2	0.0	0.0	0.0
F13A1	88.0	199.8	101.4	31.9	2930.6	280.0
F13B	0.4	1.8	0.0	1.4	0.0	0.0
F2	0.4	0.4	0.0	3.7	0.0	1.9
F2R	882.6	635.2	440.3	1115.7	481.6	225.4
F2RL1	15.7	24.2	8.2	37.2	5.6	33.0
F2RL2	1.3	0.2	0.0	79.0	9.7	3.4
F2RL3	10.5	12.3	16.7	182.9	56.5	10.9
F3	2.1	0.5	0.0	2.3	0.0	0.0
F430201B04RIK	3.2	3.0	0.7	2.9	0.8	1.3
F5	4.3	12.8	0.3	18.3	70.4	8.3
F630001K14RIK	2.9	1.0	2.5	0.0	10.0	2.2
F630003A18RIK	0.6	0.0	0.0	0.0	1.4	0.0
F630025I20RIK	183.6	151.3	63.5	75.8	68.2	76.9
F630038O13RIK	2.9	0.0	4.3	3.8	3.7	2.6
F630041D06RIK	0.0	0.0	0.3	0.6	0.0	0.0
F630043A04RIK	5.1	6.4	0.9	25.3	39.7	5.0
F630047D10RIK	0.0	3.3	1.0	0.5	7.8	3.2
F630050F06RIK	3.6	6.3	2.4	5.5	0.0	4.9
F630101L04RIK	0.0	2.6	0.0	0.0	0.0	0.2
F630107D10RIK	18.4	19.6	38.4	29.6	21.6	4.8
F630107L03RIK	4.2	6.9	0.0	2.3	25.8	4.9
F630110N24RIK	2.3	3.4	10.9	5.0	9.8	3.5
F630111L10RIK	6.2	6.6	10.6	0.0	1.7	4.9
F7	0.9	0.0	2.8	0.0	1.5	2.3
F730003B03RIK	0.0	2.0	1.2	0.0	0.6	0.0
F730003H07RIK	102.4	102.9	247.2	46.5	39.8	111.6
F730005M08RIK	0.6	4.6	0.0	4.9	1.1	0.3
F730006M22RIK	3.6	0.7	3.7	1.1	1.8	3.2
F730007G21RIK	0.7	0.9	3.2	0.0	0.0	1.5
F730011C10RIK	2.4	3.4	1.4	0.9	0.0	0.0
F730011O15RIK	16.1	9.9	4.5	4.9	4.1	7.3
F730014I05RIK	53.4	62.9	67.8	49.5	77.4	72.0
F730015K02RIK	11.8	7.9	5.9	0.6	0.0	2.0
F730019F02RIK	0.5	1.4	5.3	4.1	1.8	1.1
F730021A14RIK	0.0	1.4	0.0	0.0	1.6	9.4
F730023C13RIK	17.9	10.4	17.2	0.3	12.3	13.7
F730028J12RIK	7.8	3.5	4.6	3.3	3.1	2.2
F730031O20RIK	9.1	11.2	5.8	6.1	10.3	2.8
F730035P03RIK	2.9	1.4	2.7	0.6	2.2	1.9
F730038L14RIK	0.0	0.0	1.8	0.0	0.0	0.2
F730038M08RIK	2.1	5.8	3.5	4.8	1.3	0.0
F730039D13RIK	3.5	2.9	2.4	1.5	0.0	1.1
F730043H23	0.0	1.5	0.4	0.0	0.1	0.0
F730043M19RIK	4.3	0.0	1.1	3.7	0.0	1.4
F730044K23RIK	7.6	3.4	4.9	10.3	5.5	2.0
F730045P10RIK	45.9	56.6	138.0	169.3	9.9	114.5
F730046H10RIK	0.7	2.1	2.2	4.4	1.4	1.2
F730047E07RIK	7.2	15.8	12.8	18.2	32.6	13.6
F730049H03RIK	0.0	0.8	0.0	1.7	0.4	0.6
F8	1.2	0.2	0.8	0.0	0.0	3.1
F830001A07RIK	0.0	1.5	0.6	0.3	0.0	3.5
F830001A22RIK	0.0	0.0	0.1	0.0	0.0	0.0
F830001D05RIK	0.9	2.2	0.0	5.7	1.1	1.6
F830002E14RIK	35.9	36.8	44.7	129.9	18.5	46.6
F830004G03RIK	0.0	0.0	0.0	0.5	0.0	0.0
F830004M19RIK	10.1	11.2	13.5	11.6	9.9	12.5
F830005D05RIK	95.2	45.7	100.5	7.9	19.5	45.1
F830005K03RIK	4.1	2.7	0.7	1.7	5.1	1.7
F830008E12RIK	1.1	1.8	0.0	4.6	0.0	0.2
F830008I11RIK	2.0	1.3	0.8	4.3	3.6	3.8
F830010A05RIK	0.0	0.0	0.0	0.0	0.0	0.0
F830010D20RIK	3.8	3.6	0.3	1.2	0.0	2.3
F830010E04RIK	4.2	3.6	1.7	4.1	1.6	4.2
F830012F06RIK	0.0	0.0	2.4	0.0	5.0	0.4
F830014K21RIK	0.1	2.8	3.5	0.8	0.3	1.2
F830016N17RIK	0.0	1.0	0.0	0.0	0.4	1.5
F830018F06RIK	1.2	3.3	3.7	3.4	6.2	1.2
F830018F18RIK	0.9	4.7	0.6	0.0	1.5	0.6
F830022O08RIK	0.7	1.4	1.2	0.0	0.0	2.8
F830028N15RIK	0.2	0.0	0.0	0.0	0.0	1.8
F830030F15RIK	1.9	2.3	0.0	0.2	0.0	0.0
F830031D20RIK	0.0	0.0	1.5	3.9	0.0	2.0
F830031F15RIK	2.0	3.1	4.1	1.0	4.4	3.5
F830033M10RIK	0.0	0.0	0.0	0.9	0.4	0.0
F830034F18RIK	5.0	0.0	1.0	0.0	0.0	2.2
F830035P04RIK	0.0	0.0	0.0	0.0	1.4	0.4
F830036K18RIK	2.4	1.1	0.7	2.5	2.9	2.5
F830045P16RIK	0.0	0.0	0.0	0.0	0.0	0.0
F830048D03RIK	28.6	17.5	39.5	1.3	5.5	6.4
F830048M02RIK	2.2	3.2	5.6	4.3	5.5	1.9
F830104D24RIK	0.0	0.0	0.0	0.0	2.0	0.0
F830116E18RIK	3.8	1.0	0.0	5.2	3.0	1.5
F8A	207.5	153.1	80.9	115.5	92.9	136.9
F9	10.8	8.8	13.8	18.8	0.3	29.2
FA2H	2.1	0.2	0.0	3.5	1.0	1.3
FAAH	64.8	47.1	54.7	47.1	13.9	46.2
FABP1	0.0	0.0	0.0	0.0	0.0	0.0
FABP2	0.0	0.0	0.0	0.0	0.0	0.0
FABP3	0.0	0.0	0.0	0.0	0.0	2.0
FABP4	0.0	0.0	0.0	0.0	0.4	0.0
FABP5	0.0	0.0	0.0	1.7	0.0	0.0
FABP6	1.6	0.7	1.3	1.9	7.9	2.2
FABP7	0.4	0.0	0.0	3.2	0.0	0.5
FABP9	3.6	3.7	0.2	0.0	3.9	1.3
FADD	20.6	38.6	35.0	45.5	75.5	62.3
FADS1	97.4	230.2	167.1	493.8	408.0	150.6
FADS2	1.2	3.5	2.0	12.9	11.1	4.0
FADS3	0.0	1.6	0.7	4.9	3.5	1.4
FADS6	0.0	1.7	0.0	0.0	3.3	0.0
FAF1	186.5	266.0	207.6	268.7	249.5	207.2
FAH	86.3	102.2	118.2	141.1	113.2	120.9
FAHD1	12.3	39.6	33.5	142.4	78.0	28.1
FAHD2A	22.2	20.2	18.2	18.4	41.0	30.4
FAIM	78.6	58.9	66.4	53.8	79.6	87.4
FAIM2	0.0	0.0	0.5	0.0	1.6	0.0
FAIM3	4666.1	5743.0	7196.0	2306.8	932.4	6677.5
FAM100B	53.2	59.1	22.8	25.6	33.3	23.8
FAM101A	0.0	1.3	0.1	0.0	3.3	0.0
FAM102A	761.8	816.8	833.5	427.6	207.9	631.6
FAM105A	4.5	0.8	0.0	0.0	0.0	0.0
FAM107A	2.3	0.0	0.0	1.3	0.6	3.8
FAM108A	584.5	738.1	739.9	502.8	717.6	747.3
FAM108B	95.4	33.7	36.7	29.9	19.1	36.8
FAM109A	20.1	17.1	13.4	5.0	26.8	12.3
FAM110A	34.2	45.2	16.6	15.0	51.3	16.0
FAM110B	3.3	1.2	3.1	0.0	9.9	1.7
FAM110C	0.0	0.0	0.0	3.1	5.7	0.0
FAM113B	13.0	17.2	18.1	5.9	9.8	16.7
FAM114A2	147.3	264.8	237.8	191.5	171.5	379.1
FAM115C	0.0	1.5	2.1	0.6	1.5	0.0
FAM116B	128.9	133.0	140.4	94.2	36.2	122.4
FAM118A	1.6	3.4	0.7	0.0	0.3	1.2
FAM118B	3.0	0.0	0.0	5.9	7.3	6.2
FAM119A	0.0	0.0	1.8	0.0	11.1	4.4
FAM120A	348.6	332.4	322.4	291.3	375.5	339.7
FAM120B	9.2	10.1	32.2	21.9	13.9	27.7
FAM122B	20.2	24.7	19.5	28.8	36.5	35.0
FAM123A	0.5	0.3	0.9	1.8	5.7	1.0
FAM123C	3.7	0.0	4.0	0.3	3.5	0.2
FAM124B	3.2	0.2	0.0	0.0	0.0	0.0
FAM125A	330.8	354.7	406.6	340.1	350.2	395.4
FAM129A	15.5	21.0	15.4	27.1	67.4	31.1
FAM129B	122.5	42.9	33.5	39.3	210.8	36.5
FAM131A	0.0	1.9	2.6	3.2	2.2	6.3
FAM131C	0.0	0.0	0.0	1.8	0.0	0.0
FAM132A	24.8	41.9	19.6	94.4	117.8	14.0
FAM132B	0.0	0.0	0.0	47.8	3.2	0.0
FAM134A	139.0	168.5	158.3	242.2	151.6	167.0
FAM134B	1183.0	1183.0	1254.6	274.0	273.7	709.5
FAM134C	0.0	2.8	0.5	1.0	0.0	1.5
FAM135A	1.4	3.1	2.6	8.2	7.5	3.1
FAM13A	0.0	0.0	1.6	2.4	0.0	1.1
FAM13B	89.8	103.0	101.2	107.7	57.7	83.0
FAM13C	0.0	0.0	0.0	0.0	1.0	0.0
FAM148C	0.3	0.1	0.0	0.0	0.0	0.0
FAM149B	4.8	4.4	9.5	7.8	6.6	8.2
FAM151A	0.0	0.0	0.0	0.0	0.0	0.0
FAM152A	14.1	14.7	10.4	20.8	12.5	13.7
FAM152B	35.6	62.3	61.3	87.3	108.4	84.7
FAM154A	0.0	1.7	0.0	0.0	0.0	0.0
FAM154B	1.5	1.4	5.2	0.0	1.9	3.6
FAM158A	32.8	24.2	47.2	103.9	50.2	58.7
FAM159B	0.0	1.0	0.5	0.0	0.0	0.0
FAM160A2	177.2	211.3	274.5	212.4	386.0	230.1
FAM162A	147.7	170.0	122.1	174.8	133.6	185.3
FAM163A	0.0	1.1	3.0	0.0	0.0	0.0
FAM163B	0.0	0.0	0.0	0.0	0.0	0.0
FAM164A	8.1	10.6	25.9	11.6	44.3	15.5
FAM168A	16.2	17.4	27.7	11.6	16.5	16.3
FAM168B	102.0	82.5	110.2	60.4	65.6	68.9
FAM169B	150.4	195.4	302.4	99.5	63.1	264.5
FAM170A	0.0	0.0	1.8	3.5	0.6	0.6
FAM171A1	1.0	6.0	3.3	6.0	5.5	5.3
FAM171A2	7.4	0.0	5.4	0.0	6.8	8.0
FAM171B	0.0	0.0	3.1	1.5	4.5	1.5
FAM173A	724.7	818.0	1263.7	843.6	1179.6	972.5
FAM173B	21.2	45.7	57.5	33.1	32.4	45.7
FAM175A	0.0	0.0	0.0	0.0	0.0	0.0
FAM176B	0.9	2.1	0.5	0.7	2.2	0.0
FAM178A	64.4	63.5	143.5	86.6	66.3	86.5
FAM179A	4.8	3.9	0.0	1.9	0.0	0.0
FAM184A	1.4	1.4	0.4	2.8	3.0	0.2
FAM18A	1.9	0.0	0.3	0.6	0.0	0.9
FAM18B	0.4	1.2	0.0	0.0	0.0	0.9
FAM19A4	0.0	0.0	0.6	0.0	0.0	0.0
FAM20A	0.0	0.9	1.2	0.8	3.4	0.0
FAM20B	49.6	61.7	115.8	22.8	29.2	27.9
FAM60A	1.0	0.0	0.0	0.0	0.0	0.5
FAM84A	3.2	1.7	5.4	1.3	0.6	2.0
FANCA	2.3	3.1	0.0	9.4	6.9	2.0
FANCB	0.0	0.0	1.1	0.0	0.0	0.0
FANCC	1.8	1.3	5.8	9.0	5.9	2.5
FANCD2	5.4	16.0	10.9	30.4	45.0	14.8
FANCE	37.5	37.4	51.3	41.8	47.8	42.1
FANCG	26.8	8.6	8.2	0.8	8.8	3.3
FANCI	10.3	12.7	12.4	8.8	17.1	9.7
FANCL	43.6	48.3	38.2	39.0	61.2	55.7
FANCM	5.3	7.0	11.5	6.8	7.6	6.0
FANK1	0.0	0.4	0.0	1.1	0.0	0.0
FAP	1.3	0.0	0.9	1.9	8.4	1.1
FAR1	43.0	37.7	43.6	29.0	23.3	29.0
FAR2	0.0	0.0	0.4	0.9	0.0	0.0
FARP2	31.5	17.6	36.3	67.3	14.0	15.4
FARS2	270.5	253.0	237.1	274.4	151.4	246.3
FARSA	126.8	72.9	64.9	30.0	24.9	22.1
FARSB	212.4	419.0	488.8	513.9	287.7	536.1
FAS	36.7	36.2	38.2	21.3	45.6	35.9
FASL	106.3	92.5	43.5	105.5	10.3	30.4
FASN	5.8	7.1	0.0	1.3	2.0	1.9
FASTK	30.7	43.7	52.4	32.0	37.2	43.1
FASTKD1	16.8	23.2	42.1	25.8	20.3	30.8
FASTKD2	0.0	0.0	0.0	0.7	0.3	1.5
FASTKD5	67.2	93.5	134.9	151.4	240.5	177.4
FAT1	0.0	0.0	3.2	7.4	9.0	0.0
FAT2	0.0	0.0	0.0	3.3	0.4	0.7
FAT3	0.1	0.4	0.2	1.5	0.3	0.0
FAT4	0.0	0.0	0.0	0.0	0.4	0.0
FATE1	0.0	2.5	0.0	0.0	0.6	0.0
FBF1	6.0	7.4	12.3	12.2	6.8	6.4
FBLIM1	0.7	4.0	0.0	9.5	5.6	4.5
FBLN1	0.5	1.4	0.0	0.0	6.4	1.6
FBLN2	0.0	0.0	0.0	0.0	0.4	1.5
FBLN5	0.0	0.0	0.0	0.0	0.0	1.5
FBLN7	1.5	1.6	0.3	1.7	0.0	4.5
FBN1	1.1	0.7	0.0	0.0	5.4	2.0
FBN2	0.0	0.0	0.0	0.0	1.6	0.0
FBP1	3.9	1.3	1.1	0.7	25.3	1.1
FBP2	6.0	0.0	0.2	2.2	0.0	0.8
FBP3	2.6	1.9	0.2	0.0	2.1	0.1
FBS1	21.2	35.8	49.3	34.3	24.4	31.4
FBXL10	45.5	41.9	34.1	37.4	36.2	41.2
FBXL11	430.2	398.5	601.3	314.8	322.1	497.3
FBXL12	126.1	87.0	125.2	55.3	42.9	81.3
FBXL13	1.3	1.6	0.0	0.5	2.0	1.8
FBXL14	336.8	252.9	223.0	233.8	429.7	258.5
FBXL15	28.4	25.9	30.5	19.0	42.9	37.1
FBXL16	0.3	0.0	0.9	0.0	1.5	0.0
FBXL17	81.2	95.1	77.4	70.1	44.7	68.3
FBXL18	3.6	3.6	8.4	1.1	3.0	7.0
FBXL20	29.6	24.1	43.8	25.2	36.8	37.0
FBXL21	1.6	0.3	0.0	0.0	0.0	0.7
FBXL22	3.7	3.1	0.0	0.7	1.5	5.5
FBXL3A	4.5	3.2	0.9	5.1	2.0	0.0
FBXL4	13.9	12.8	25.0	17.2	17.3	36.8
FBXL5	18.1	12.7	13.1	12.0	12.4	18.1
FBXL6	134.5	133.7	226.1	155.0	167.4	204.3
FBXL7	0.0	0.9	0.0	0.1	0.0	2.4
FBXL8	15.9	11.5	18.5	2.3	23.0	20.9
FBXO10	44.7	86.6	81.8	139.6	318.5	86.1
FBXO11	185.2	93.1	31.6	31.2	16.5	29.5
FBXO12	0.0	0.0	0.9	1.9	0.0	4.6
FBXO15	0.0	0.0	0.9	0.0	0.0	0.0
FBXO16	1.6	0.4	0.0	0.0	3.1	0.2
FBXO17	0.0	0.0	0.0	0.0	0.0	1.5
FBXO18	40.8	40.6	51.8	43.9	74.1	58.4
FBXO2	3.4	0.0	0.0	28.2	2.4	2.8
FBXO21	79.8	45.4	64.0	41.4	52.7	68.4
FBXO22	0.0	0.0	0.0	0.0	0.0	0.0
FBXO24	2.1	2.6	1.6	2.0	2.8	1.8
FBXO25	21.7	37.8	41.4	34.1	34.8	49.0
FBXO27	5.1	0.0	0.0	0.0	3.9	0.6
FBXO28	204.3	172.3	125.6	104.8	145.1	97.2
FBXO3	5.5	10.5	13.4	23.1	22.7	15.0
FBXO30	0.0	5.0	8.2	29.1	27.3	9.1
FBXO31	23.6	17.6	33.6	25.8	36.4	29.0
FBXO32	36.9	29.7	20.2	9.8	10.1	27.9
FBXO33	199.6	150.0	90.7	113.5	76.4	75.4
FBXO34	75.1	66.4	47.5	59.1	77.1	43.9
FBXO36	3.2	2.2	6.7	5.9	7.1	3.2
